Método;Entrada;Tempo;Execução;TipoOrdenacao;N
MERGESORT;a15000;0.00160919;5;Aleatorio;15000
QUICKSORT;a15000;0.00103782;5;Aleatorio;15000
HEAPSORT;a15000;0.00260709;5;Aleatorio;15000
MERGESORT;a1500000;0.193186;5;Aleatorio;1500000
QUICKSORT;a1500000;0.104883;5;Aleatorio;1500000
HEAPSORT;a1500000;0.401921;5;Aleatorio;1500000
MERGESORT;a200;1.6861e-05;5;Aleatorio;200
QUICKSORT;a200;1.1412e-05;5;Aleatorio;200
HEAPSORT;a200;1.9435e-05;5;Aleatorio;200
MERGESORT;a2000;0.000183693;5;Aleatorio;2000
QUICKSORT;a2000;0.000142094;5;Aleatorio;2000
HEAPSORT;a2000;0.00029699;5;Aleatorio;2000
MERGESORT;a200000;0.0248796;5;Aleatorio;200000
QUICKSORT;a200000;0.014347;5;Aleatorio;200000
HEAPSORT;a200000;0.0467021;5;Aleatorio;200000
MERGESORT;a2000000;0.263015;5;Aleatorio;2000000
QUICKSORT;a2000000;0.136428;5;Aleatorio;2000000
HEAPSORT;a2000000;0.536082;5;Aleatorio;2000000
MERGESORT;a30000;0.00337724;5;Aleatorio;30000
QUICKSORT;a30000;0.00236522;5;Aleatorio;30000
HEAPSORT;a30000;0.00590527;5;Aleatorio;30000
MERGESORT;a500;7.001e-05;5;Aleatorio;500
QUICKSORT;a500;2.9568e-05;5;Aleatorio;500
HEAPSORT;a500;5.4566e-05;5;Aleatorio;500
MERGESORT;a5000;0.000530197;5;Aleatorio;5000
QUICKSORT;a5000;0.000354814;5;Aleatorio;5000
HEAPSORT;a5000;0.000820293;5;Aleatorio;5000
MERGESORT;a50000;0.00644871;5;Aleatorio;50000
QUICKSORT;a50000;0.00359868;5;Aleatorio;50000
HEAPSORT;a50000;0.0111904;5;Aleatorio;50000
MERGESORT;a500000;0.063052;5;Aleatorio;500000
QUICKSORT;a500000;0.0345879;5;Aleatorio;500000
HEAPSORT;a500000;0.125331;5;Aleatorio;500000
MERGESORT;a7500;0.000772116;5;Aleatorio;7500
QUICKSORT;a7500;0.000598827;5;Aleatorio;7500
HEAPSORT;a7500;0.00125102;5;Aleatorio;7500
MERGESORT;a75000;0.00897103;5;Aleatorio;75000
QUICKSORT;a75000;0.00547783;5;Aleatorio;75000
HEAPSORT;a75000;0.016502;5;Aleatorio;75000
MERGESORT;a750000;0.09527;5;Aleatorio;750000
QUICKSORT;a750000;0.0541915;5;Aleatorio;750000
HEAPSORT;a750000;0.196805;5;Aleatorio;750000
MERGESORT;a100;8.434e-06;6;Aleatorio;100
QUICKSORT;a100;5.132e-06;6;Aleatorio;100
HEAPSORT;a100;7.975e-06;6;Aleatorio;100
MERGESORT;a1000;9.3808e-05;6;Aleatorio;1000
QUICKSORT;a1000;6.5812e-05;6;Aleatorio;1000
HEAPSORT;a1000;0.00012655;6;Aleatorio;1000
MERGESORT;a10000;0.00115378;6;Aleatorio;10000
QUICKSORT;a10000;0.000797775;6;Aleatorio;10000
HEAPSORT;a10000;0.00175519;6;Aleatorio;10000
MERGESORT;a100000;0.0125497;6;Aleatorio;100000
QUICKSORT;a100000;0.00696027;6;Aleatorio;100000
HEAPSORT;a100000;0.022896;6;Aleatorio;100000
MERGESORT;a1000000;0.133077;6;Aleatorio;1000000
QUICKSORT;a1000000;0.0697476;6;Aleatorio;1000000
HEAPSORT;a1000000;0.264399;6;Aleatorio;1000000
MERGESORT;a1250000;0.163958;6;Aleatorio;1250000
QUICKSORT;a1250000;0.0878234;6;Aleatorio;1250000
HEAPSORT;a1250000;0.369998;6;Aleatorio;1250000
MERGESORT;a15000;0.00163091;6;Aleatorio;15000
QUICKSORT;a15000;0.00109647;6;Aleatorio;15000
HEAPSORT;a15000;0.00269568;6;Aleatorio;15000
MERGESORT;a1500000;0.20136;6;Aleatorio;1500000
QUICKSORT;a1500000;0.105718;6;Aleatorio;1500000
HEAPSORT;a1500000;0.399671;6;Aleatorio;1500000
MERGESORT;a200;1.7057e-05;6;Aleatorio;200
QUICKSORT;a200;1.1384e-05;6;Aleatorio;200
HEAPSORT;a200;1.8968e-05;6;Aleatorio;200
MERGESORT;a2000;0.000196575;6;Aleatorio;2000
QUICKSORT;a2000;0.000116961;6;Aleatorio;2000
HEAPSORT;a2000;0.000287344;6;Aleatorio;2000
MERGESORT;a200000;0.0249364;6;Aleatorio;200000
QUICKSORT;a200000;0.0144074;6;Aleatorio;200000
HEAPSORT;a200000;0.0477405;6;Aleatorio;200000
MERGESORT;a2000000;0.262955;6;Aleatorio;2000000
QUICKSORT;a2000000;0.139705;6;Aleatorio;2000000
HEAPSORT;a2000000;0.555053;6;Aleatorio;2000000
MERGESORT;a30000;0.00336256;6;Aleatorio;30000
QUICKSORT;a30000;0.00224045;6;Aleatorio;30000
HEAPSORT;a30000;0.006236;6;Aleatorio;30000
MERGESORT;a500;4.3391e-05;6;Aleatorio;500
QUICKSORT;a500;3.1067e-05;6;Aleatorio;500
HEAPSORT;a500;5.6431e-05;6;Aleatorio;500
MERGESORT;a5000;0.000510652;6;Aleatorio;5000
QUICKSORT;a5000;0.00037208;6;Aleatorio;5000
HEAPSORT;a5000;0.00080798;6;Aleatorio;5000
MERGESORT;a50000;0.00578194;6;Aleatorio;50000
QUICKSORT;a50000;0.00393143;6;Aleatorio;50000
HEAPSORT;a50000;0.0104513;6;Aleatorio;50000
MERGESORT;a500000;0.0636539;6;Aleatorio;500000
QUICKSORT;a500000;0.0342736;6;Aleatorio;500000
HEAPSORT;a500000;0.126071;6;Aleatorio;500000
MERGESORT;a7500;0.000780188;6;Aleatorio;7500
QUICKSORT;a7500;0.000530731;6;Aleatorio;7500
HEAPSORT;a7500;0.00128156;6;Aleatorio;7500
MERGESORT;a75000;0.00901366;6;Aleatorio;75000
QUICKSORT;a75000;0.00540159;6;Aleatorio;75000
HEAPSORT;a75000;0.0165983;6;Aleatorio;75000
MERGESORT;a750000;0.0978035;6;Aleatorio;750000
QUICKSORT;a750000;0.0536769;6;Aleatorio;750000
HEAPSORT;a750000;0.19298;6;Aleatorio;750000
